,learner,dataset_id,non-monotone
384,sklearn.linear_model.SGDClassifier,16,False
385,sklearn.linear_model.SGDClassifier,18,True
386,sklearn.linear_model.SGDClassifier,21,True
387,sklearn.linear_model.SGDClassifier,22,True
388,sklearn.linear_model.SGDClassifier,23,True
389,sklearn.linear_model.SGDClassifier,24,True
390,sklearn.linear_model.SGDClassifier,26,True
391,sklearn.linear_model.SGDClassifier,28,False
392,sklearn.linear_model.SGDClassifier,30,True
393,sklearn.linear_model.SGDClassifier,31,True
394,sklearn.linear_model.SGDClassifier,32,True
395,sklearn.linear_model.SGDClassifier,36,True
396,sklearn.linear_model.SGDClassifier,38,True
397,sklearn.linear_model.SGDClassifier,44,True
398,sklearn.linear_model.SGDClassifier,46,True
399,sklearn.linear_model.SGDClassifier,54,True
400,sklearn.linear_model.SGDClassifier,55,True
401,sklearn.linear_model.SGDClassifier,57,True
402,sklearn.linear_model.SGDClassifier,60,True
403,sklearn.linear_model.SGDClassifier,61,True
404,sklearn.linear_model.SGDClassifier,179,True
405,sklearn.linear_model.SGDClassifier,180,True
406,sklearn.linear_model.SGDClassifier,181,True
407,sklearn.linear_model.SGDClassifier,182,True
408,sklearn.linear_model.SGDClassifier,184,True
409,sklearn.linear_model.SGDClassifier,185,True
410,sklearn.linear_model.SGDClassifier,188,True
411,sklearn.linear_model.SGDClassifier,201,True
412,sklearn.linear_model.SGDClassifier,273,True
413,sklearn.linear_model.SGDClassifier,293,True
414,sklearn.linear_model.SGDClassifier,299,True
415,sklearn.linear_model.SGDClassifier,300,False
416,sklearn.linear_model.SGDClassifier,336,True
417,sklearn.linear_model.SGDClassifier,346,False
418,sklearn.linear_model.SGDClassifier,351,True
419,sklearn.linear_model.SGDClassifier,354,True
420,sklearn.linear_model.SGDClassifier,357,True
421,sklearn.linear_model.SGDClassifier,380,False
422,sklearn.linear_model.SGDClassifier,389,True
423,sklearn.linear_model.SGDClassifier,390,False
424,sklearn.linear_model.SGDClassifier,391,False
425,sklearn.linear_model.SGDClassifier,392,True
426,sklearn.linear_model.SGDClassifier,393,False
427,sklearn.linear_model.SGDClassifier,395,False
428,sklearn.linear_model.SGDClassifier,396,True
429,sklearn.linear_model.SGDClassifier,398,False
430,sklearn.linear_model.SGDClassifier,399,False
431,sklearn.linear_model.SGDClassifier,401,False
432,sklearn.linear_model.SGDClassifier,446,False
433,sklearn.linear_model.SGDClassifier,554,True
434,sklearn.linear_model.SGDClassifier,679,True
435,sklearn.linear_model.SGDClassifier,715,True
436,sklearn.linear_model.SGDClassifier,718,True
437,sklearn.linear_model.SGDClassifier,720,True
438,sklearn.linear_model.SGDClassifier,722,True
439,sklearn.linear_model.SGDClassifier,723,True
440,sklearn.linear_model.SGDClassifier,727,True
441,sklearn.linear_model.SGDClassifier,728,True
442,sklearn.linear_model.SGDClassifier,734,True
443,sklearn.linear_model.SGDClassifier,735,True
444,sklearn.linear_model.SGDClassifier,737,True
445,sklearn.linear_model.SGDClassifier,740,True
446,sklearn.linear_model.SGDClassifier,741,True
447,sklearn.linear_model.SGDClassifier,743,True
448,sklearn.linear_model.SGDClassifier,751,True
449,sklearn.linear_model.SGDClassifier,752,True
450,sklearn.linear_model.SGDClassifier,761,True
451,sklearn.linear_model.SGDClassifier,772,True
452,sklearn.linear_model.SGDClassifier,797,True
453,sklearn.linear_model.SGDClassifier,799,True
454,sklearn.linear_model.SGDClassifier,803,True
455,sklearn.linear_model.SGDClassifier,806,True
456,sklearn.linear_model.SGDClassifier,807,True
457,sklearn.linear_model.SGDClassifier,813,True
458,sklearn.linear_model.SGDClassifier,816,True
459,sklearn.linear_model.SGDClassifier,819,True
460,sklearn.linear_model.SGDClassifier,821,True
461,sklearn.linear_model.SGDClassifier,822,True
462,sklearn.linear_model.SGDClassifier,823,True
463,sklearn.linear_model.SGDClassifier,833,True
464,sklearn.linear_model.SGDClassifier,837,True
465,sklearn.linear_model.SGDClassifier,843,True
466,sklearn.linear_model.SGDClassifier,845,True
467,sklearn.linear_model.SGDClassifier,846,True
468,sklearn.linear_model.SGDClassifier,847,True
469,sklearn.linear_model.SGDClassifier,849,True
470,sklearn.linear_model.SGDClassifier,866,True
471,sklearn.linear_model.SGDClassifier,871,True
472,sklearn.linear_model.SGDClassifier,881,True
473,sklearn.linear_model.SGDClassifier,897,True
474,sklearn.linear_model.SGDClassifier,901,True
475,sklearn.linear_model.SGDClassifier,903,True
476,sklearn.linear_model.SGDClassifier,904,True
477,sklearn.linear_model.SGDClassifier,910,True
478,sklearn.linear_model.SGDClassifier,912,True
479,sklearn.linear_model.SGDClassifier,913,True
480,sklearn.linear_model.SGDClassifier,914,True
481,sklearn.linear_model.SGDClassifier,917,True
482,sklearn.linear_model.SGDClassifier,923,True
483,sklearn.linear_model.SGDClassifier,930,True
484,sklearn.linear_model.SGDClassifier,934,True
485,sklearn.linear_model.SGDClassifier,953,True
486,sklearn.linear_model.SGDClassifier,958,True
487,sklearn.linear_model.SGDClassifier,959,True
488,sklearn.linear_model.SGDClassifier,962,True
489,sklearn.linear_model.SGDClassifier,966,True
490,sklearn.linear_model.SGDClassifier,971,True
491,sklearn.linear_model.SGDClassifier,976,True
492,sklearn.linear_model.SGDClassifier,977,True
493,sklearn.linear_model.SGDClassifier,978,True
494,sklearn.linear_model.SGDClassifier,979,True
495,sklearn.linear_model.SGDClassifier,980,True
496,sklearn.linear_model.SGDClassifier,991,True
497,sklearn.linear_model.SGDClassifier,993,True
498,sklearn.linear_model.SGDClassifier,995,True
499,sklearn.linear_model.SGDClassifier,1000,True
500,sklearn.linear_model.SGDClassifier,1002,True
501,sklearn.linear_model.SGDClassifier,1018,True
502,sklearn.linear_model.SGDClassifier,1019,True
503,sklearn.linear_model.SGDClassifier,1020,True
504,sklearn.linear_model.SGDClassifier,1021,True
505,sklearn.linear_model.SGDClassifier,1036,True
506,sklearn.linear_model.SGDClassifier,1040,True
507,sklearn.linear_model.SGDClassifier,1041,False
508,sklearn.linear_model.SGDClassifier,1042,True
509,sklearn.linear_model.SGDClassifier,1049,True
510,sklearn.linear_model.SGDClassifier,1050,True
511,sklearn.linear_model.SGDClassifier,1053,True
512,sklearn.linear_model.SGDClassifier,1056,True
513,sklearn.linear_model.SGDClassifier,1067,True
514,sklearn.linear_model.SGDClassifier,1068,True
515,sklearn.linear_model.SGDClassifier,1069,True
516,sklearn.linear_model.SGDClassifier,1083,True
517,sklearn.linear_model.SGDClassifier,1084,True
518,sklearn.linear_model.SGDClassifier,1085,True
519,sklearn.linear_model.SGDClassifier,1086,True
520,sklearn.linear_model.SGDClassifier,1087,True
521,sklearn.linear_model.SGDClassifier,1088,True
522,sklearn.linear_model.SGDClassifier,1111,True
523,sklearn.linear_model.SGDClassifier,1112,True
524,sklearn.linear_model.SGDClassifier,1114,True
525,sklearn.linear_model.SGDClassifier,1116,True
526,sklearn.linear_model.SGDClassifier,1119,True
527,sklearn.linear_model.SGDClassifier,1120,True
528,sklearn.linear_model.SGDClassifier,1128,True
529,sklearn.linear_model.SGDClassifier,1130,False
530,sklearn.linear_model.SGDClassifier,1134,True
531,sklearn.linear_model.SGDClassifier,1138,True
532,sklearn.linear_model.SGDClassifier,1139,True
533,sklearn.linear_model.SGDClassifier,1142,True
534,sklearn.linear_model.SGDClassifier,1146,True
535,sklearn.linear_model.SGDClassifier,1161,True
536,sklearn.linear_model.SGDClassifier,1166,True
537,sklearn.linear_model.SGDClassifier,1216,True
538,sklearn.linear_model.SGDClassifier,1233,True
539,sklearn.linear_model.SGDClassifier,1235,True
540,sklearn.linear_model.SGDClassifier,1236,False
541,sklearn.linear_model.SGDClassifier,1441,True
542,sklearn.linear_model.SGDClassifier,1448,True
543,sklearn.linear_model.SGDClassifier,1450,True
544,sklearn.linear_model.SGDClassifier,1457,False
545,sklearn.linear_model.SGDClassifier,1461,True
546,sklearn.linear_model.SGDClassifier,1464,True
547,sklearn.linear_model.SGDClassifier,1465,True
548,sklearn.linear_model.SGDClassifier,1468,False
549,sklearn.linear_model.SGDClassifier,1475,True
550,sklearn.linear_model.SGDClassifier,1477,True
551,sklearn.linear_model.SGDClassifier,1479,True
552,sklearn.linear_model.SGDClassifier,1483,True
553,sklearn.linear_model.SGDClassifier,1485,True
554,sklearn.linear_model.SGDClassifier,1486,True
555,sklearn.linear_model.SGDClassifier,1487,True
556,sklearn.linear_model.SGDClassifier,1488,True
557,sklearn.linear_model.SGDClassifier,1489,True
558,sklearn.linear_model.SGDClassifier,1494,True
559,sklearn.linear_model.SGDClassifier,1499,True
560,sklearn.linear_model.SGDClassifier,1503,True
561,sklearn.linear_model.SGDClassifier,1509,True
562,sklearn.linear_model.SGDClassifier,1515,False
563,sklearn.linear_model.SGDClassifier,1566,True
564,sklearn.linear_model.SGDClassifier,1567,True
565,sklearn.linear_model.SGDClassifier,1575,True
566,sklearn.linear_model.SGDClassifier,1590,True
567,sklearn.linear_model.SGDClassifier,1592,False
568,sklearn.linear_model.SGDClassifier,1597,True
569,sklearn.linear_model.SGDClassifier,4134,True
570,sklearn.linear_model.SGDClassifier,4135,True
571,sklearn.linear_model.SGDClassifier,4137,True
572,sklearn.linear_model.SGDClassifier,4534,True
573,sklearn.linear_model.SGDClassifier,4538,True
574,sklearn.linear_model.SGDClassifier,4541,True
575,sklearn.linear_model.SGDClassifier,23512,True
576,sklearn.linear_model.SGDClassifier,23517,True
577,sklearn.linear_model.SGDClassifier,40498,True
578,sklearn.linear_model.SGDClassifier,40664,True
579,sklearn.linear_model.SGDClassifier,40668,True
580,sklearn.linear_model.SGDClassifier,40670,False
581,sklearn.linear_model.SGDClassifier,40672,True
582,sklearn.linear_model.SGDClassifier,40677,True
583,sklearn.linear_model.SGDClassifier,40685,True
584,sklearn.linear_model.SGDClassifier,40687,True
585,sklearn.linear_model.SGDClassifier,40701,True
586,sklearn.linear_model.SGDClassifier,40713,False
587,sklearn.linear_model.SGDClassifier,40900,True
588,sklearn.linear_model.SGDClassifier,40910,True
589,sklearn.linear_model.SGDClassifier,40971,True
590,sklearn.linear_model.SGDClassifier,40975,True
591,sklearn.linear_model.SGDClassifier,40978,True
592,sklearn.linear_model.SGDClassifier,40981,True
593,sklearn.linear_model.SGDClassifier,40982,True
594,sklearn.linear_model.SGDClassifier,40983,True
595,sklearn.linear_model.SGDClassifier,40984,True
596,sklearn.linear_model.SGDClassifier,40994,True
597,sklearn.linear_model.SGDClassifier,40996,True
598,sklearn.linear_model.SGDClassifier,41027,True
599,sklearn.linear_model.SGDClassifier,41142,True
600,sklearn.linear_model.SGDClassifier,41143,True
601,sklearn.linear_model.SGDClassifier,41144,True
602,sklearn.linear_model.SGDClassifier,41145,True
603,sklearn.linear_model.SGDClassifier,41146,True
604,sklearn.linear_model.SGDClassifier,41150,True
605,sklearn.linear_model.SGDClassifier,41156,True
606,sklearn.linear_model.SGDClassifier,41157,True
607,sklearn.linear_model.SGDClassifier,41158,True
608,sklearn.linear_model.SGDClassifier,41159,True
609,sklearn.linear_model.SGDClassifier,41161,True
610,sklearn.linear_model.SGDClassifier,41163,True
611,sklearn.linear_model.SGDClassifier,41164,True
612,sklearn.linear_model.SGDClassifier,41165,True
613,sklearn.linear_model.SGDClassifier,41166,True
614,sklearn.linear_model.SGDClassifier,41167,True
615,sklearn.linear_model.SGDClassifier,41168,True
616,sklearn.linear_model.SGDClassifier,41169,True
617,sklearn.linear_model.SGDClassifier,41228,True
618,sklearn.linear_model.SGDClassifier,41972,True
619,sklearn.linear_model.SGDClassifier,42732,True
620,sklearn.linear_model.SGDClassifier,42733,True
621,sklearn.linear_model.SGDClassifier,42734,True
622,sklearn.linear_model.SGDClassifier,42742,True
623,sklearn.linear_model.SGDClassifier,42769,True
624,sklearn.linear_model.SGDClassifier,42809,True
625,sklearn.linear_model.SGDClassifier,42810,True
