,learner,dataset_id,non-monotone,occurrences,significance
276,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,980,True,2,0.7376229892238013
277,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,991,True,2,0.41996879875194987
278,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,995,True,1,0.3599712023038156
279,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1019,False,0,0.0
280,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1020,True,1,0.30394167236272496
281,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1021,True,2,0.10739436619718286
282,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1036,True,1,0.7620843332190606
283,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1040,True,3,0.47022900763358855
284,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1041,True,1,0.21733212341197822
285,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1042,True,2,0.48869565217391325
286,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1049,True,1,1.0
287,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1050,True,1,0.9383947939262473
288,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1053,True,2,0.9964824120603017
289,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1056,False,0,0.0
290,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1067,True,1,0.3126236644242187
291,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1068,True,1,1.0
292,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1069,False,0,0.0
293,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1083,True,1,0.14285714285714282
294,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1084,True,2,0.7142857142857143
295,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1085,True,2,0.42863266180882975
296,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1086,True,2,0.6314997263273125
297,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1087,True,2,0.6314997263273125
298,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1088,True,1,0.5002915451895045
299,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1116,True,3,0.4767299448867116
300,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1120,True,2,0.2285115303983225
301,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,1128,True,1,0.11119691119691123
